ID,Sticker,Latitud,Longitud,Nombre_comun
3454,003488,2.936713,-75.286144,Oití
3455,004742,2.936667,-75.28616,Igua
3456,023922,2.936782,-75.286428,Ocobo
3457,023929,2.936256,-75.286392,Neem
3458,023929,2.936256,-75.286392,Neem
3459,064145,2.936224,-75.286353,Neem
3460,064145,2.936203,-75.28636,Neem
3461,011589,2.93621,-75.286165,Neem
3462,011589,2.936252,-75.286118,Neem
3463,039428,2.936292,-75.286021,Palma areca
3464,039428,2.936288,-75.28599,Neem
3465,039428,2.936323,-75.28601,Ceiba
3466,015715,2.936258,-75.285931,Maíz tostao
3467,015712,2.936258,-75.285931,Maíz tostao
3468,016667,2.936273,-75.285942,Caimito
3469,016667,2.93628,-75.285922,Caimito
3470,017085,2.936341,-75.285929,limoncillo
3471,017085,2.936341,-75.285929,limoncillo
3472,003499,2.936354,-75.28593,limoncillo
3473,003499,2.936354,-75.28593,limoncillo
3474,003499,2.936354,-75.28593,limoncillo
3475,003499,2.936363,-75.285924,limoncillo
3476,003499,2.936363,-75.285924,limoncillo
3477,003499,2.936383,-75.285921,limoncillo
3478,003499,2.936383,-75.285921,limoncillo
3479,015701,2.936499,-75.285903,limoncillo
3480,015701,2.936499,-75.285903,limoncillo
3481,015701,2.936499,-75.285924,limoncillo
3482,003482,2.936397,-75.28602,limoncillo
3483,003482,2.936406,-75.286057,limoncillo
3484,039666,2.936441,-75.286129,Ocobo
3485,039666,2.936397,-75.286165,Muerto en pie
3486,003499,2.936492,-75.285979,Ceiba blanca
3487,023939,2.936583,-75.286563,Palo de cruz
3488,019133,2.936418,-75.287126,Pomarrosa
3489,004842,2.936602,-75.287456,Aliso
3490,004821,2.936315,-75.287804,Paraiso
3491,004810,2.936231,-75.288017,Oití
3492,004810,2.936231,-75.288017,Oití
3493,020197,2.936603,-75.288171,Oití
3494,020197,2.936641,-75.28815,Almendro
3495,019802,2.936835,-75.288233,Oití
3496,019805,2.936882,-75.28824,Almendro
3497,064535,2.937051,-75.285415,Oití
3498,038544,2.936458,-75.285048,Neem
3499,038516,2.936638,-75.285066,Naranjuelo
3500,038578,2.937573,-75.285105,Leucaaena
3501,038578,2.937573,-75.285105,Leucaaena
3502,038578,2.937573,-75.285105,Leucaaena
3503,025828,2.937707,-75.285404,Oití
3504,025828,2.937707,-75.285404,Oití
3505,025804,2.937604,-75.285943,Guayacan trebol
3506,025814,2.937439,-75.286316,Caimito
3507,019879,2.936902,-75.287203,Almendro
3508,025687,2.937127,-75.287684,Marañon
3509,025569,2.937122,-75.287925,Pomarrosa
3510,025661,2.937046,-75.288167,Pomarrosa
3511,025661,2.937035,-75.28822,Guayacan trebol
3512,036725,2.938036,-75.288505,Guayacan trebol
3513,028082,2.938166,-75.28827,Neem
3514,028082,2.93819,-75.288216,Guayacan trebol
3515,004850,2.937662,-75.287772,Oití
3516,019869,2.938425,-75.287462,Mango
3517,068089,2.938289,-75.287983,Samán
3518,023910,2.937619,-75.286714,Pomarrosa
3519,023921,2.937768,-75.286725,Pomarrosa
3520,020093,2.937599,-75.285996,Palo de cruz
3521,020093,2.937599,-75.285996,Palo de cruz
3522,020093,2.937599,-75.285996,Palo de cruz
3523,020636,2.938233,-75.286118,Guayacan trebol
3524,020636,2.938282,-75.286113,Guayacan trebol
3525,020636,2.938282,-75.286113,Guayacan trebol
3526,020604,2.938898,-75.286215,Mamey
3527,020604,2.938913,-75.28622,Mamey
3528,023670,2.938731,-75.286777,Carbonero
3529,023670,2.938762,-75.286741,Vainillo
3530,027433,2.938823,-75.286731,Samán
3531,028291,2.938786,-75.286667,Anon
3532,028275,2.938923,-75.286397,Neem
3533,028275,2.938938,-75.286372,Mamoncillo
3534,038581,2.937786,-75.285085,Oití
3535,038562,2.938124,-75.28509,Oití
3536,038562,2.938124,-75.28509,Oití
3537,038562,2.938124,-75.28509,Oití
3538,038562,2.938124,-75.28509,Oití
3539,020638,2.93814,-75.286519,Pomarrosa
3540,020638,2.938141,-75.286538,Pomarrosa
3541,038575,2.938385,-75.28511,Neem
3542,068396,2.938983,-75.285151,Neem
3543,038520,2.939075,-75.285143,Neem
3544,038520,2.939175,-75.285124,Neem
3545,038568,2.9393,-75.285155,Neem
3546,038568,2.939324,-75.285129,Neem
3547,003852,2.939471,-75.285019,Oití
3548,003852,2.939483,-75.284987,Mango
3549,008522,2.934385,-75.291746,Ocobo
3550,008522,2.934447,-75.291757,Leucaaena
3551,008520,2.935469,-75.292099,Payandé
3552,008520,2.935469,-75.292099,Payandé
3553,008520,2.935469,-75.292099,Payandé
3554,008584,2.935769,-75.292274,Mamoncillo
3555,008584,2.93582,-75.292292,Tamarindo
3556,008581,2.93588,-75.292338,Samán
3557,003920,2.936565,-75.292418,Tamarindo
3558,003910,2.936531,-75.29253,Samán
3559,008577,2.936625,-75.292538,Mamoncillo
3560,008574,2.936712,-75.292579,Samán
3561,003926,2.936763,-75.292478,Acacia roja
3562,003926,2.936682,-75.292456,Mamoncillo
3563,008586,2.936746,-75.292584,Ocobo
3564,003915,2.93691,-75.292648,Mamoncillo
3565,003915,2.93691,-75.292648,Mamoncillo
3566,005137,2.936972,-75.292675,Aceituno
3567,005137,2.937033,-75.292629,Mamoncillo
3568,005137,2.937033,-75.292629,Mamoncillo
3569,008576,2.937103,-75.292638,Aliso
3570,003904,2.937127,-75.292706,Samán
3571,003913,2.937196,-75.292738,Tamarindo
3572,003912,2.937234,-75.292714,Ceiba bonga
3573,003919,2.937333,-75.292667,Mango
3574,008579,2.93738,-75.292693,Aliso
3575,003907,2.937308,-75.292789,Aliso
3576,003917,2.937387,-75.292807,Mango
3577,003917,2.937387,-75.292807,Mango
3578,003917,2.937387,-75.292807,Mango
3579,003909,2.937456,-75.292817,Tamarindo
3580,003909,2.937475,-75.292808,Ceiba
3581,008580,2.937461,-75.292743,Mamoncillo
3582,008580,2.937521,-75.292767,Mango
3583,003923,2.937571,-75.292785,Mamoncillo
3584,003923,2.937571,-75.292785,Mamoncillo
3585,029274,2.937638,-75.292799,Mamoncillo
3586,003922,2.937738,-75.292839,Mamoncillo
3587,017661,2.937862,-75.292863,Ceiba
3588,017661,2.937914,-75.292884,Cují
3589,009997,2.937849,-75.292911,Ceiba
3590,017190,2.937947,-75.292954,Mango
3591,017101,2.937979,-75.29299,Mango
3592,017101,2.937979,-75.29299,Mango
3593,009988,2.938041,-75.293037,Mango
3594,A22558&C4-2411,2.938219,-75.293129,Guayacan trebol
3595,A22558&C4-2411,2.938221,-75.293181,Samán
3596,029462,2.938335,-75.293021,Samán
3597,009998,2.938395,-75.293104,Caracolí
3598,010289,2.938375,-75.293181,Caracolí
3599,010288,2.938497,-75.293139,Cují
3600,010288,2.938552,-75.293128,Mamoncillo
3601,017188,2.938606,-75.293169,Mamoncillo
3602,009989,2.938503,-75.293211,Muerto en pie
3603,009989,2.938547,-75.293214,Mamoncillo
3604,A22567&C4-2405,2.938604,-75.293221,Mamoncillo
3605,017188,2.938716,-75.293151,Neem
3606,A22567&C4-2405,2.938672,-75.293248,Mango
3607,008629,2.938717,-75.293242,Mamoncillo
3608,009995,2.938834,-75.293178,Mango
3609,029461,2.938801,-75.29324,Ceiba
3610,004902,2.939003,-75.293436,Leucaaena
3611,004912,2.939037,-75.293331,Caracolí
3612,004911,2.939143,-75.293354,Cují
3613,043502,2.939113,-75.293457,Samán
3614,004909,2.93922,-75.293486,Samán
3615,004920,2.939341,-75.293532,Samán
3616,004917,2.939201,-75.293401,Mango
3617,036751,2.93926,-75.293416,Aliso
3618,004919,2.939353,-75.293444,Mango
3619,028369,2.939448,-75.293484,Mamoncillo
3620,023706,2.939558,-75.293506,Mamoncillo
3621,023703,2.939178,-75.293542,Palma areca
3622,028568,2.937584,-75.29299,Mamoncillo
3623,028568,2.937584,-75.29299,Mamoncillo
3624,028568,2.937584,-75.29299,Mamoncillo
3625,028568,2.937584,-75.29299,Mamoncillo
3626,028586,2.937592,-75.293025,Samán
3627,028586,2.937592,-75.293025,Samán
3628,029505,2.93744,-75.292947,Almendro
3629,019784,2.937402,-75.292924,Almendro
3630,028187,2.937187,-75.292856,Palma areca
3631,020815,2.937084,-75.292841,Mango
3632,020886,2.936873,-75.292744,Palma areca
3633,028196,2.936755,-75.292823,Oití
3634,011334,2.936714,-75.292712,Oití
3635,028192,2.936544,-75.292623,Samán
3636,028194,2.936304,-75.292987,Palma areca
3637,028195,2.936351,-75.293031,Palma abanico
3638,028168,2.93637,-75.293063,Palma abanico
3639,028182,2.936564,-75.293204,Palma areca
3640,029514,2.936573,-75.293217,Palma areca
3641,028183,2.936495,-75.293426,Palma de coco
3642,028181,2.93651,-75.293461,Palma de coco
3643,028193,2.936535,-75.293442,Palma de coco
3644,028180,2.936508,-75.293403,Palma de coco
3645,029506,2.936161,-75.293231,Caucho elástica
3646,028198,2.936161,-75.293231,Caucho elástica
3647,023704,2.939873,-75.293763,Caracolí
3648,023698,2.939394,-75.293803,Mango
3649,023698,2.939362,-75.293853,Mango
3650,023904,2.939369,-75.293917,Guayacan trebol
3651,023906,2.93925,-75.294088,Mango
3652,023904,2.939234,-75.294107,Ocobo
3653,023693,2.939118,-75.294548,Leucaaena
3654,023627,2.938906,-75.294708,Samán
3655,067399,2.938953,-75.294857,Mango
3656,023692,2.938935,-75.294907,Mango
3657,012714,2.939623,-75.295694,Mango
3658,004225,2.939019,-75.29631,Mamoncillo
3659,004225,2.938969,-75.29628,Mamoncillo
3660,026053,2.938178,-75.295976,Guayacan trebol
3661,021475,2.938719,-75.295329,Oití
3662,023577,2.938052,-75.295795,Oití
3663,023570,2.938176,-75.295573,limoncillo
3664,023570,2.938176,-75.295573,limoncillo
3665,023337,2.938287,-75.295361,Almendro
3666,020602,2.938505,-75.295247,Oití
3667,023703,2.938401,-75.295195,Almendro
3668,023601,2.938419,-75.294696,Jambúl
3669,023917,2.938505,-75.294474,Pomarrosa
3670,020605,2.938494,-75.294436,Pomarrosa
3671,023603,2.93866,-75.294276,Pomarrosa
3672,023609,2.938725,-75.294091,Almendro
3673,023923,2.938821,-75.293845,Almendro
3674,023923,2.938835,-75.293814,Almendro
3675,023692,2.938866,-75.295239,Pino libro
3676,020605,2.938461,-75.29441,Neem
3677,020629,2.938996,-75.294593,Leucaaena
3678,020629,2.938981,-75.294584,Leucaaena
3679,021499,2.938737,-75.294484,Piñón
3680,021499,2.938697,-75.294512,Mamoncillo
3681,021426,2.938149,-75.294263,Oití
3682,012372,2.938072,-75.294669,Oití
3683,020648,2.937944,-75.294203,Pomarrosa
3684,020648,2.937932,-75.294235,Pomarrosa
3685,019986,2.93781,-75.294566,Pomarrosa
3686,019986,2.937817,-75.294591,Balsamo
3687,019986,2.937817,-75.294591,Balsamo
3688,021481,2.937714,-75.294729,Samán
3689,021481,2.937692,-75.294832,Samán
3690,022404,2.937231,-75.294796,Payandé
3691,022404,2.937196,-75.294787,Neem
3692,009553,2.937132,-75.294594,Samán
3693,009574,2.937271,-75.294636,Payandé
3694,009585,2.937212,-75.294318,Almendro
3695,009568,2.937245,-75.294277,Almendro
3696,009549,2.937261,-75.29424,Guayacan trebol
3697,009552,2.936976,-75.294556,Neem
3698,022421,2.936912,-75.294643,limoncillo
3699,004591,2.936938,-75.29453,Neem
3700,009532,2.936887,-75.294513,Neem
3701,009567,2.93673,-75.294426,Oití
3702,009557,2.936589,-75.294376,Neem
3703,009562,2.936549,-75.294361,Neem
3704,022429,2.936127,-75.294292,Oití
3705,022429,2.936127,-75.294292,Oití
3706,022429,2.936095,-75.294273,Oití
3707,022429,2.936095,-75.294273,Oití
3708,020052,2.937996,-75.294086,Ocobo
3709,020052,2.937826,-75.294131,Ocobo
3710,020052,2.937424,-75.294011,Almendro
3711,009597,2.936986,-75.293842,Almendro
3712,008593,2.936884,-75.293777,Ocobo
3713,064668,2.936464,-75.293597,Tulipan Africano
3714,064668,2.936426,-75.293605,Palma areca
3715,011677,2.93611,-75.293467,Samán
3716,011677,2.936072,-75.293514,Oití
3717,028790,2.935444,-75.294236,limoncillo
3718,028790,2.93546,-75.294191,limoncillo
3719,029377,2.935583,-75.29415,Samán
3720,028710,2.935708,-75.293967,Euaclipto
3721,028710,2.935722,-75.293891,Guayacan trebol
3722,009587,2.935665,-75.293884,limoncillo
3723,008567,2.935686,-75.293847,limoncillo
3724,008850,2.935798,-75.293535,limoncillo
3725,008850,2.93581,-75.293499,Maíz tostao
3726,028711,2.936075,-75.293029,Mamoncillo
3727,029390,2.936228,-75.292694,Samán
3728,029389,2.936279,-75.292607,Samán
3729,010908,2.936044,-75.292919,Almendro
3730,010858,2.936016,-75.294996,Oití
3731,027002,2.936115,-75.295002,Oití
3732,025600,2.936235,-75.295034,Oití
3733,025599,2.936271,-75.295052,Oití
3734,025599,2.936271,-75.295052,Oití
3735,026030,2.936134,-75.295157,Ocobo
3736,026044,2.936429,-75.295287,Ocobo
3737,026044,2.936201,-75.295187,Payandé
3738,020859,2.936616,-75.295196,Oití
3739,026036,2.936878,-75.295396,Ocobo
3740,020862,2.937111,-75.295493,Caucho benjamin
3741,020862,2.937111,-75.295493,Caucho benjamin
3742,021991,2.936366,-75.294408,Ocobo
3743,020864,2.937409,-75.295598,Guacimo
3744,020864,2.937409,-75.295598,Guacimo
3745,020864,2.937442,-75.295628,Oití
3746,020864,2.937442,-75.295628,Oití
3747,025798,2.937567,-75.29566,Guacimo
3748,025798,2.937567,-75.29566,Guacimo
3749,025798,2.93762,-75.295688,Guacimo
3750,025798,2.93762,-75.295688,Guacimo
3751,036046,2.937766,-75.295766,Oití
3752,020863,2.937851,-75.295783,Caucho elástica
3753,024942,2.937708,-75.295895,Oití
3754,026414,2.937434,-75.295787,Oití
3755,009580,2.935099,-75.294806,Oití
3756,009582,2.935193,-75.294672,Oití
3757,009582,2.935134,-75.294647,Oití
3758,008786,2.93492,-75.294539,Oití
3759,008786,2.93492,-75.294539,Oití
3760,008969,2.934742,-75.294619,Mamoncillo
3761,026807,2.93464,-75.294419,Oití
3762,026807,2.93464,-75.294419,Oití
3763,026804,2.934351,-75.294352,Oití
3764,010935,2.934219,-75.294179,Oití
3765,026803,2.934157,-75.294113,Oití
3766,026802,2.934108,-75.294173,Guayacan trebol
3767,022422,2.935174,-75.292966,Leucaaena
3768,022422,2.935174,-75.292966,Leucaaena
3769,022424,2.935305,-75.292583,cachimbo
3770,021991,2.936321,-75.294383,Ocobo
3771,007208,2.938059,-75.294909,Pomarrosa
3772,029389,2.936281,-75.292587,Neem
3773,011611,2.968833,-75.298133,Samán
3774,008176,2.968763,-75.298096,Ocobo
3775,008176,2.968622,-75.297445,Guayabo
3776,008176,2.968628,-75.297416,Oití
3777,008025,2.968648,-75.297472,Oití
3778,008179,2.968479,-75.297203,Guacimo
3779,008122,2.968554,-75.297064,Palo de cruz
3780,008122,2.968554,-75.297064,Palo de cruz
3781,007894,2.968509,-75.296806,Oití
3782,007969,2.96845,-75.296613,Oití
3783,026087,2.968248,-75.295371,Payandé
3784,027355,2.968479,-75.295332,Samán
3785,027355,2.968479,-75.295332,Samán
3786,027354,2.968463,-75.295318,Carbonero
3787,027363,2.968834,-75.295203,Oití
3788,027363,2.968834,-75.295203,Oití
3789,021369,2.969267,-75.295215,Paraiso / Sombrilla
3790,007748,2.969275,-75.294987,Samán
3791,027359,2.969296,-75.294978,Samán
3792,020671,2.96944,-75.295122,Oití
3793,020671,2.96944,-75.295122,Oití
3794,020656,2.969729,-75.295112,Payandé
3795,027344,2.969576,-75.294999,Cují
3796,021372,2.969612,-75.294985,Samán
3797,021303,2.969759,-75.294969,Neem
3798,021580,2.969779,-75.294959,Guayacan trebol
3799,008212,2.968568,-75.29602,Ocobo
3800,007938,2.96873,-75.296401,Oití
3801,007938,2.968788,-75.296519,Neem
3802,007908,2.969057,-75.296422,limoncillo
3803,007908,2.96908,-75.296459,Samán
3804,007908,2.969129,-75.296394,Ocobo
3805,007908,2.969164,-75.296387,Neem
3806,004474,2.969287,-75.296404,Neem
3807,004474,2.969304,-75.296425,Samán
3808,004474,2.969317,-75.296452,limoncillo
3809,007915,2.96932,-75.29647,limoncillo
3810,007915,2.969322,-75.29649,limoncillo
3811,007915,2.969335,-75.296516,Neem
3812,007915,2.969293,-75.296504,limoncillo
3813,007915,2.969379,-75.296644,limoncillo
3814,007915,2.969381,-75.296665,Neem
3815,007915,2.969099,-75.296571,Samán
3816,007915,2.969099,-75.296571,Samán
3817,007915,2.96936,-75.296689,Neem
3818,007915,2.969347,-75.296691,Neem
3819,007915,2.969369,-75.296706,Neem
3820,027754,2.969434,-75.296957,limoncillo
3821,027754,2.969434,-75.296957,limoncillo
3822,027753,2.969419,-75.296864,Higueron
3823,027753,2.969419,-75.296864,Higueron
3824,027753,2.969419,-75.296864,Higueron
3825,027753,2.969419,-75.296864,Higueron
3826,027753,2.969487,-75.297123,limoncillo
3827,007915,2.969487,-75.297123,limoncillo
3828,007915,2.969487,-75.297123,limoncillo
3829,007913,2.969518,-75.297212,Neem
3830,009989,2.969419,-75.297268,Mamoncillo
3831,008048,2.9693,-75.297294,Payandé
3832,008048,2.9693,-75.297294,Payandé
3833,008048,2.9693,-75.297294,Payandé
3834,008048,2.969269,-75.297294,Samán
3835,008048,2.968982,-75.29725,Guacimo
3836,027740,2.968989,-75.296874,Neem
3837,027740,2.968967,-75.296881,Ocobo
3838,A27748,2.968903,-75.296757,Ocobo
3839,A27748,2.968884,-75.296705,Neem
3840,008143,2.969017,-75.297527,Oití
3841,008143,2.969017,-75.297527,Oití
3842,007927,2.969108,-75.298068,Oití
3843,008202,2.969603,-75.297172,limoncillo
3844,008202,2.969598,-75.297156,limoncillo
3845,008202,2.969583,-75.297137,limoncillo
3846,008202,2.969579,-75.297128,limoncillo
3847,007909,2.969531,-75.29698,limoncillo
3848,007911,2.969465,-75.296782,Oití
3849,007911,2.969465,-75.296782,Oití
3850,007911,2.969458,-75.29676,Oití
3851,008009,2.96887,-75.295671,Oití
3852,008009,2.968865,-75.295702,Oití
3853,006908,2.969357,-75.29556,Oití
3854,006908,2.969357,-75.29556,Oití
3855,006908,2.969357,-75.29556,Oití
3856,006901,2.96953,-75.295538,Oití
3857,008190,2.969543,-75.295828,Oití
3858,008190,2.969543,-75.295828,Oití
3859,008190,2.969625,-75.295843,Oití
3860,008190,2.969625,-75.295843,Oití
3861,007468,2.969532,-75.295904,Cabalonga
3862,008244,2.969626,-75.296056,Maíz tostao
3863,008201,2.969479,-75.296307,Oití
3864,008149,2.97017,-75.29612,Oití
3865,008149,2.97017,-75.29612,Oití
3866,008149,2.97017,-75.29612,Oití
3867,007959,2.969738,-75.296726,Oití
3868,007959,2.969765,-75.296807,Oití
3869,007959,2.96978,-75.296839,Oití
3870,008039,2.969793,-75.296885,Oití
3871,016307,2.96983,-75.296893,Maíz tostao
3872,016307,2.96983,-75.296893,Maíz tostao
3873,016307,2.969862,-75.296862,Palo de cruz
3874,008252,2.970102,-75.29714,Oití
3875,008252,2.970102,-75.29714,Oití
3876,008252,2.970121,-75.297089,Oití
3877,018195,2.970346,-75.297059,limoncillo
3878,018195,2.970354,-75.297013,Oití
3879,008142,2.969971,-75.297547,Oití
3880,008177,2.970032,-75.297656,Oití
3881,008177,2.970032,-75.297656,Oití
3882,008218,2.970137,-75.297773,Paraiso / Sombrilla
3883,008151,2.970266,-75.297744,Oití
3884,008254,2.970159,-75.296043,Oití
3885,008254,2.970153,-75.296015,Oití
3886,007303,2.969996,-75.29548,Oití
3887,007376,2.97003,-75.295199,Caucho benjamin
3888,007376,2.970026,-75.295237,Chirlobirlo
3889,007374,2.970064,-75.295502,Oití
3890,007374,2.970064,-75.295502,Oití
3891,007442,2.970113,-75.295661,Chirlobirlo
3892,008497,2.970477,-75.296947,Oití
3893,008497,2.970481,-75.296987,Palo de cruz
3894,008391,2.970545,-75.297207,Oití
3895,008391,2.970545,-75.297207,Oití
3896,008391,2.970541,-75.297234,Pino libro
3897,007409,2.970626,-75.297532,Oití
3898,007409,2.970626,-75.297532,Oití
3899,007409,2.970626,-75.297532,Oití
3900,008422,2.97076,-75.297648,Ocobo
3901,007616,2.971105,-75.2977,Payandé
3902,050451,2.971253,-75.297522,Ocobo
3903,050451,2.971253,-75.297522,Ocobo
3904,050451,2.971253,-75.297522,Ocobo
3905,050451,2.971294,-75.2975,Ocobo
3906,009295,2.971529,-75.297444,Oití
3907,007441,2.971061,-75.297502,Marañon
3908,007441,2.971061,-75.297502,Marañon
3909,008452,2.970993,-75.297214,Pomarrosa
3910,008452,2.970941,-75.297031,Oití
3911,008424,2.970806,-75.29671,Oití
3912,007449,2.970528,-75.296764,Oití
3913,007449,2.970528,-75.296764,Oití
3914,008490,2.970729,-75.296277,Oití
3915,007452,2.970637,-75.295913,Acacia roja
3916,007452,2.970637,-75.295913,Acacia roja
3917,007452,2.970637,-75.295913,Acacia roja
3918,008495,2.970582,-75.295704,Paraiso / Sombrilla
3919,007460,2.970468,-75.295254,Oití
3920,007401,2.970537,-75.2947,Maíz tostao
3921,007401,2.970537,-75.2947,Maíz tostao
3922,008391,2.970822,-75.295272,Pino libro
3923,008493,2.971046,-75.295733,Neem
3924,018016,2.971149,-75.295687,Acacia roja
3925,010337,2.971259,-75.295656,Oití
3926,010337,2.971259,-75.295656,Oití
3927,018116,2.971316,-75.295636,Neem
3928,018170,2.971412,-75.295618,Neem
3929,018170,2.971511,-75.295607,Neem
3930,050896,2.971555,-75.295589,Neem
3931,029881,2.971701,-75.296154,Almendro
3932,029881,2.971716,-75.296184,Carbonero
3933,029850,2.971704,-75.296213,Mamoncillo
3934,018115,2.971794,-75.296351,limoncillo
3935,018115,2.971794,-75.296351,limoncillo
3936,050896,2.971538,-75.296408,Neem
3937,007111,2.971079,-75.296307,limoncillo
3938,007113,2.971145,-75.296513,Oití
3939,007162,2.971161,-75.296611,Marañon
3940,007162,2.971175,-75.296631,Oití
3941,007162,2.971175,-75.296631,Oití
3942,009193,2.971218,-75.296869,Oití
3943,005109,2.97134,-75.297331,Oití
3944,005109,2.97134,-75.297331,Oití
3945,005109,2.971348,-75.297358,Carbonero
3946,005109,2.971348,-75.297358,Carbonero
3947,050966,2.97197,-75.297317,Mango
3948,050966,2.971992,-75.297305,Mango
3949,007212,2.972054,-75.29698,Pomarrosa
