ID,Sticker,Latitud,Longitud,Nombre_comun
,042932,2.947194,-75.251096,Mango
,042932,2.947194,-75.251114,Oití
,035219,2.946545,-75.250622,Carbonero
,036608,2.946314,-75.250465,Samán
,006720,2.946058,-75.2504,Mango
,043369,2.945703,-75.250344,Oití
,043369,2.945688,-75.250327,Oití
,042936,2.946736,-75.250398,Palo de cruz
,067501,2.94619,-75.250249,Mamoncillo
,067501,2.946126,-75.250251,Oití
,040230,2.945549,-75.250566,Oití
,040230,2.945549,-75.250566,Oití
,040205,2.945824,-75.250759,Oití
,031636,2.945756,-75.251271,Neem
,031636,2.945793,-75.251317,Neem
,043393,2.944589,-75.249795,Samán
,039586,2.94441,-75.249948,Oití
,032077,2.944666,-75.249829,Neem
,043315,2.94503,-75.249211,Oití
,043315,2.945004,-75.249194,Oití
,043315,2.944973,-75.249176,Oití
,009506,2.944297,-75.249273,Oití
,009506,2.944325,-75.24929,Oití
,009301,2.943974,-75.250319,Oití
,040297,2.944179,-75.25027,Oití
,040281,2.944355,-75.250537,Oití
,040281,2.94435,-75.250551,Carbonero
,043341,2.944848,-75.250255,Oití
,016104,2.943879,-75.250636,Caucho sp.
,035881,2.943926,-75.249108,Oití
,035881,2.943926,-75.249108,Oití
,067179,2.943687,-75.24882,Oití
,035784,2.943491,-75.249344,Mango
,044560,2.943591,-75.249366,Palma de coco
,044581,2.942928,-75.249708,Oití
,064090,2.942659,-75.249525,Oití
,033659,2.950654,-75.253058,Palo de cruz
,039488,2.950411,-75.252639,Oití
,039107,2.951808,-75.251697,Oití
,040396,2.951877,-75.251988,Mango
,040396,2.951873,-75.252001,Mango
,039104,2.953038,-75.251781,Gualanday
,039103,2.951121,-75.252272,Mamoncillo
,039103,2.951099,-75.252269,Mamoncillo
,039103,2.951061,-75.252274,Guacimo
,039103,2.951061,-75.252274,Guacimo
,050670,2.949958,-75.2519,Neem
,040245,2.948953,-75.251335,Oití
,053316,2.947354,-75.2509,Pomarroso
,039843,2.943459,-75.251229,Pomarrosa
,039843,2.943437,-75.251281,Pomarrosa
,039843,2.943437,-75.251281,Pomarrosa
,016119,2.943774,-75.251479,Samán
,039845,2.943836,-75.251523,Samán
,039844,2.943374,-75.251309,Oití
,016121,2.943196,-75.251192,Oití
,020408,2.943472,-75.252404,Oití
,043549,2.943974,-75.25259,Mango
,020406,2.943941,-75.252632,limoncillo
,033647,2.943866,-75.252416,Mango
,016723,2.942781,-75.250185,Mango
,015892,2.942878,-75.250791,Oití
,015892,2.942834,-75.250856,Oití
,034274,2.942093,-75.251282,Oití
,035357,2.942042,-75.251237,Cují
,035357,2.942042,-75.251237,Cují
,035357,2.942042,-75.251237,Cují
,054254,2.94127,-75.250768,Oití
,054294,2.9407,-75.250437,Pomarrosa
,054300,2.940446,-75.250345,Oití
,054300,2.940446,-75.250345,Oití
,019377,2.941749,-75.251542,Carbonero
,016704,2.941971,-75.250599,Cují
,016738,2.941906,-75.25056,Mango
,016738,2.941906,-75.25056,Mango
,043267,2.941675,-75.250667,Almendro
,017512,2.941026,-75.250013,Oití
,015887,2.941059,-75.249969,Oití
,015889,2.940559,-75.249816,Oití
,015889,2.940559,-75.249841,Pomo amarillo
,043702,2.942254,-75.249398,Guayacan trebol
,016515,2.941948,-75.249923,Almendro
,016122,2.941817,-75.250075,Oití
,016517,2.941723,-75.250262,Oití
,016517,2.941681,-75.250328,Oití
,016517,2.941681,-75.250328,Oití
,016517,2.941681,-75.250328,Oití
,015900,2.941619,-75.249444,Oití
,015900,2.941627,-75.249512,Marañon
,015900,2.94155,-75.249417,Guacimo
,043764,2.941606,-75.249392,Oití
,043387,2.941459,-75.2492,Oití
,041523,2.941119,-75.249557,Cedro macho
,043376,2.94127,-75.249156,Flor de reina
,035891,2.942206,-75.248385,limoncillo
,035896,2.942972,-75.248753,Oití
,035896,2.942951,-75.248783,Palma cola de pescado
,035576,2.942971,-75.248582,Caucho benjamin
,035576,2.942971,-75.248582,Caucho benjamin
,035880,2.943007,-75.248706,Oití
,035880,2.943028,-75.248675,Samán
,035580,2.942953,-75.248606,Oití
,050327,2.942878,-75.248617,Carambola
,035586,2.942717,-75.248548,Gualanday
,043363,2.941445,-75.248538,Oití
,069834,2.940735,-75.249265,Oití
,064173,2.94018,-75.246473,Palo de cruz
,064173,2.94018,-75.246473,Palo de cruz
,034120,2.939705,-75.245817,Sombrilla
,064166,2.939971,-75.245806,Carbonero
,064176,2.940535,-75.244644,Oití
,064176,2.940479,-75.244629,Oití
,064160,2.94051,-75.24444,Oití
,064137,2.940545,-75.244801,Guacimo
,064229,2.941123,-75.244492,Oití
,064229,2.941123,-75.244492,Oití
,064229,2.941123,-75.244492,Oití
,064229,2.94112,-75.244518,Palo de cruz
,064274,2.941265,-75.244849,Oití
,064233,2.94083,-75.245323,Oití
,064233,2.94083,-75.245323,Oití
,064235,2.940797,-75.245445,Ficus variegata
,064235,2.940797,-75.245445,Ficus variegata
,064235,2.940797,-75.245445,Carbonero
,064296,2.941407,-75.246134,Mango
,064296,2.941398,-75.2462,Oití
,064223,2.941323,-75.246396,Oití
,023866,2.941231,-75.246895,Samán
,033536,2.941321,-75.246911,Samán
,033536,2.941342,-75.246929,Samán
,033537,2.941608,-75.246928,Oití
,033537,2.941642,-75.246931,Oití
,011651,2.941967,-75.246797,Oití
,011658,2.941953,-75.246736,Oití
,011658,2.941953,-75.246736,Oití
,064426,2.942146,-75.24647,Neem
,064979,2.942163,-75.246241,Samán
,064979,2.942101,-75.246177,Oití
,064974,2.942053,-75.246139,Oití
,064986,2.941975,-75.246114,Oití
,065369,2.941753,-75.24634,Oití
,065369,2.94185,-75.246375,Oití
,064919,2.94162,-75.24639,Oití
,064947,2.941648,-75.246656,Oití
,064947,2.941723,-75.246667,Pata de vaca
,064300,2.94168,-75.246031,Oití
,034268,2.941422,-75.245692,Oití
,034268,2.941435,-75.245654,Oití
,034268,2.941435,-75.245654,Oití
,064969,2.941567,-75.245211,Guayacan trebol
,064969,2.941561,-75.245261,Carbonero
,064970,2.941533,-75.245481,Oití
,064927,2.94173,-75.24593,Carbonero
,064408,2.942237,-75.24581,Oití
,011495,2.942113,-75.245044,Oití
,011495,2.942113,-75.245044,Oití
,011495,2.942113,-75.245044,Oití
,064127,2.940837,-75.244364,Oití
,065344,2.942043,-75.245026,Oití
,065344,2.942043,-75.245026,Oití
,065195,2.941654,-75.244453,Oití
,064972,2.94197,-75.244703,Oití
,065345,2.94204,-75.244436,Neem
,065386,2.942209,-75.244252,Oití
,065407,2.942682,-75.244881,Palma manila
,065407,2.942688,-75.244892,Neem
,064356,2.942747,-75.244392,Mango
,065419,2.942543,-75.244243,Palo de cruz
,064499,2.942483,-75.246155,Oití
,064978,2.942544,-75.245814,Oití
,065126,2.941856,-75.247152,Samán
,032330,2.941961,-75.246968,Samán
,068592,2.942024,-75.248172,Leucaena
,068592,2.942041,-75.248176,Leucaena
,041035,2.942827,-75.247159,limoncillo
,054280,2.942811,-75.244843,Pomarrosa
,067084,2.943456,-75.24515,Madroño
,053397,2.943626,-75.242586,Oití
,053397,2.943626,-75.242586,Oití
,053483,2.943188,-75.242647,Caucho benjamin
,065536,2.944146,-75.241461,Carbonero
,065418,2.944209,-75.243719,Oití
,065418,2.944242,-75.243735,Oití
,065418,2.944242,-75.243735,Oití
,065418,2.944242,-75.243735,Oití
,066662,2.944756,-75.244386,Olivo
,067013,2.94409,-75.246433,Oití
,041043,2.943386,-75.247384,Leucaena
,068594,2.94262,-75.248297,Oití
,068588,2.943461,-75.248627,Mango
,068571,2.943645,-75.24868,Samán
,068571,2.943698,-75.248694,Mamoncillo
,068571,2.943698,-75.248694,Mamoncillo
,068553,2.943913,-75.248759,Oití
,068553,2.943954,-75.248773,Oití
,068576,2.94404,-75.248829,Oití
,068576,2.94404,-75.248829,Oití
,032380,2.944183,-75.24729,Oití
,032380,2.94417,-75.247305,Pomarrosa
,032205,2.944952,-75.247091,Guacimo
,066441,2.945145,-75.24627,Oití
,066689,2.945598,-75.244804,Pata de vaca
,066714,2.945453,-75.243046,Oití
,066714,2.945496,-75.243057,Oití
,065850,2.946114,-75.243189,Mango
,009377,2.946171,-75.24631,Carbonero
,032202,2.945061,-75.247997,limoncillo
,069576,2.944478,-75.248962,Oití
,033748,2.944571,-75.248919,Almendro
,068516,2.94481,-75.249049,Oití
,068515,2.94511,-75.24917,Oití
,068515,2.94511,-75.24917,Oití
,032398,2.945282,-75.24911,Oití
,032398,2.945282,-75.24911,Oití
,032348,2.946464,-75.248788,Acacia roja
,032384,2.945886,-75.247159,Oití
,041061,2.945769,-75.248238,Oití
,032360,2.947121,-75.248238,Pomarrosa
,030847,2.946634,-75.249552,Oití
,069552,2.946503,-75.249591,Oití
,069552,2.946459,-75.249586,Oití
,032351,2.946742,-75.249398,Payandé
,041020,2.946868,-75.248595,Mango
,041051,2.947189,-75.248682,Oití
,032669,2.948122,-75.246868,Payandé
,032625,2.94815,-75.248994,Oití
,054102,2.948255,-75.249127,Neem
,054102,2.948255,-75.249127,Neem
,032345,2.946931,-75.248778,Oití
,032907,2.946819,-75.249675,Leucaena
,032907,2.946873,-75.249686,Samán
,062910,2.947581,-75.249939,Oití
,069555,2.948183,-75.250118,Neem
,032667,2.948242,-75.249574,Palo de cruz
,032667,2.948246,-75.249539,Palo de cruz
,018023,2.948869,-75.249962,Neem
,062197,2.949268,-75.249982,Vainillo
,SC,2.925798,-75.276877,Hobo
,027007,2.924839,-75.277218,Oití
,027007,2.924873,-75.277241,Samán
,027007,2.924873,-75.277241,Samán
,018443,2.922884,-75.27771,Oití
,066229,2.923309,-75.278211,Oití
,066229,2.923348,-75.278209,Oití
,036119,2.923415,-75.278212,Oití
,036119,2.923476,-75.278241,Chirlobirlo
,036219,2.923631,-75.27825,Tamarindo
,SC,2.925863,-75.276341,Caimo
,027694,2.926487,-75.275497,Oití
,029674,2.926543,-75.275501,Oití
,027659,2.926811,-75.275534,Oití
,027659,2.926811,-75.275534,Oití
,022796,2.927349,-75.275623,Pomarroso
,027652,2.926927088,-75.27516602,Pomarroso
,034377,2.927824,-75.274804,Oití
,022033,2.926747,-75.27285,Caucho benjamin
,026772,2.926541,-75.273274,Oití
,051571,2.925494,-75.273872,Chirlobirlo
,051495,2.92561,-75.273615,Oití
,051495,2.925628,-75.273568,Oití
,026701,2.925483,-75.273079,Oití
,026160,2.925543,-75.272898,Chirlobirlo
,033336,2.925778,-75.272171,Oití
,067076,2.926666,-75.271852,Caucho
,026166,2.927482,-75.272274,Oití
,011523,2.927287,-75.272202,Oití
,004973,2.926937,-75.27211,Guacimo
,026154,2.927696,-75.271724,Oití
,026154,2.927696,-75.271724,Guanabano
,019054,2.927626,-75.273173,Payandé
,019054,2.927655,-75.273179,Guacimo
,065010,2.928228,-75.273377,Oití
,064788,2.928419,-75.273454,Oití
,026636,2.928584,-75.273501,Pomarroso
,018370,2.929036,-75.273297,Oití
,018305,2.928951,-75.273389,Pomarroso
,018305,2.928942,-75.273454,Pomarroso
,018386,2.928876,-75.273503,Oití
,018386,2.928893,-75.273426,Ocobo
,026013,2.929121,-75.273675,Pata de vaca
,026825,2.929325,-75.273717,Pomarroso
,024443,2.928395,-75.273925,Almendro
,024443,2.928415,-75.273949,Guayacan trebol
,027131,2.929382,-75.274109,Guacimo
,027155,2.93059,-75.274505,Oití
,025433,2.930908,-75.275146,Samán
,024418,2.930245,-75.274776,Almendro
,026017,2.928862,-75.271733,limoncillo
,026005,2.928881,-75.271514,limoncillo
,009027,2.928517,-75.271472,Payandé
,008836,2.928996,-75.270469,Samán
,026016,2.928951,-75.271293,Oití
,027637,2.926713,-75.275186,Oití
,027637,2.926719,-75.275201,Oití
,027637,2.926719,-75.275201,Oití
,021903,2.926571,-75.2777,Leucaena
,062302,2.922341,-75.280165,Tamarindo
,062302,2.9224,-75.280168,Clavellino / Guacamaya
,062307,2.922544,-75.28015,Neem
,062306,2.922671,-75.280138,Almendro
,062304,2.922714,-75.280199,Clavellino / Guacamaya
,036832,2.922777,-75.280619,Pomarroso
,054395,2.922393,-75.280493,Neem
,054212,2.9218,-75.281564,Clavellino / Guacamaya
,019459,2.921402,-75.281439,Pomarroso
,023111,2.921343,-75.28214,Pata de vaca
,034272,2.921699,-75.282323,Oití
,034272,2.92173,-75.28233,Oití
,023107,2.922554,-75.282386,Oití
,023107,2.922574,-75.282387,Oití
,009070,2.922473,-75.281163,Almendro
,019817,2.922289,-75.281156,Oití
,020192,2.922809,-75.281123,Oití
,020168,2.922912,-75.281127,Oití
,020129,2.922995,-75.281157,Oití
,019856,2.923963,-75.281209,Oití
,036831,2.923407,-75.281751,limoncillo
,036872,2.923717,-75.281749,Pomarroso
,024919,2.922903,-75.282511,Almendro
,024920,2.922833,-75.283046,Mango
,025910,2.923808,-75.283917,Oití
,025922,2.923469,-75.283786,Pomarroso
,025171,2.922924,-75.284435,Oití
,024979,2.923038,-75.284474,Oití
,026068,2.923629,-75.284491,Oití
,024957,2.924803,-75.28391,Pomarroso
,026359,2.922616,-75.284744,Clavellino / Guacamaya
,038922,2.922751,-75.2847,Ceiba
,036844,2.924255,-75.282531,Oití
,036844,2.924297,-75.282542,Oití
,021165,2.923463,-75.283128,Ocobo
,021132,2.923285,-75.283126,Oití
,041541,2.93209815,-75.27387556,Neem
,041541,2.93216143,-75.27374916,Samán
,032011,2.93216311,-75.27358856,Lluvia de oro
,032011,2.93216311,-75.27358856,Lluvia de oro
,025272,2.93160159,-75.27336761,Oití
,025742,2.93158719,-75.27306486,Neem
,025742,2.93156475,-75.27307626,Vainillo
,025742,2.93161063,-75.27311213,Palma Aceite
,036058,2.9315162,-75.27288884,Caucho benjamin
,022921,2.9316046,-75.27230076,Oití
,022921,2.9316046,-75.27230076,Oití
,025188,2.93136686,-75.27224243,Oití
,025188,2.93136686,-75.27224243,Oití
,025146,2.93130793,-75.27214587,Pomarroso
,025858,2.93121116,-75.27191922,Oití
,A09218&C8-0130,2.93118304,-75.27119972,Oití
,A09338&C8-0132,2.93101495,-75.27126778,Neem
,008606,2.93104877,-75.27125202,Neem
,003877,2.93112679,-75.27117658,Samán
,069682,2.93141307,-75.27268935,Oití
,069682,2.93141307,-75.27268935,Oití
,069682,2.93142546,-75.27262397,Neem
,024916,2.93125168,-75.27232256,Pomarroso
,025889,2.93121786,-75.27219012,Pomarroso
,026794,2.93105513,-75.27279597,Guayacan trebol
,008647,2.93140504,-75.27296226,Oití
,008717,2.93108828,-75.27380515,Acacia roja
,008717,2.93112109,-75.27367238,Guayacan trebol
,025252,2.93111205,-75.27406532,Acacia roja
,010947,2.9306329,-75.27390741,Samán
,026031,2.93008477,-75.27393121,Pomarroso
,026810,2.92996222,-75.27391747,Pomarroso
,026810,2.92992304,-75.27389199,Pomarroso
,030437,2.92982125,-75.27333912,Oití
,027145,2.93006602,-75.27296126,Neem
,018367,2.93020163,-75.27295992,Oití
,025212,2.930612,-75.27303502,Pomarroso
,008733,2.93064362,-75.27324289,Flor de reina
,016060,2.93064763,-75.27344406,Oití
,025877,2.93022072,-75.27219817,Olivo
,025142,2.93036771,-75.27249657,Pomarroso
,025216,2.93051236,-75.2727896,Pomarroso
,065240,2.92987851,-75.27122755,Algarrobo
,025165,2.93034527,-75.27104851,Samán
,025165,2.93024348,-75.27101867,Araucaria
,025888,2.93079295,-75.27123962,Tulipan africano
,025218,2.93057799,-75.27088422,Guayacan trebol
,003862,2.9292306,-75.27000815,Neem
,004609,2.92981389,-75.27049497,Oití
,004609,2.92981389,-75.27049497,Oití
,024336,2.92978777,-75.26801996,Neem
,034507,2.92968564,-75.26804611,Neem
,034553,2.9299793,-75.26649211,limoncillo
,019833,2.93014404,-75.26642337,Neem
,020121,2.93021234,-75.26649177,Oití
,020121,2.93025755,-75.26651055,Pomarroso
,036811,2.9302254,-75.26803404,Neem
,026408,2.93028936,-75.26834786,Oití
,026465,2.9303071,-75.26863553,Palo de cruz
,026478,2.93038412,-75.26949015,Oití
,025262,2.93040889,-75.26972014,Oití
,025262,2.93040889,-75.26972014,Oití
,019821,2.93034494,-75.2664626,Samán
,030177,2.93049093,-75.26540011,Pomarroso
,030192,2.93041258,-75.26494581,Oití
,029301,2.93058401,-75.26624065,Pomarroso
,021839,2.93062018,-75.27002759,Samán
,050383,2.9325033,-75.27324121,Payandé
,024285,2.93151788,-75.26926517,Almendro
,053196,2.93108794,-75.26643746,Oití
,053196,2.9310183,-75.26643109,Oití
,023463,2.93200372,-75.2646739,Samán
,024678,2.93088805,-75.26480064,Payande
,053178,2.9304695,-75.26163328,Pomarroso
,064147,2.9312644,-75.26317153,Neem
,024858,2.93392,-75.26415423,Igua
,024858,2.93388149,-75.2641264,Palo de cruz
,024490,2.93310902,-75.26422296,Mango
,008111,2.93187749,-75.26027407,Guayacan trebol
,018122,2.93211154,-75.2594047,Pomarroso
,007867,2.93217483,-75.25933765,Pomarroso
,007870,2.9321755,-75.25926288,Oití
,008192,2.93231311,-75.25864698,Samán
,008258,2.93228901,-75.25843877,Mamonsillo
,008133,2.93232785,-75.25889408,Palo de cruz
,053185,2.93167826,-75.25934871,Oití
,008129,2.93153663,-75.25886592,Oití
,050364,2.93138059,-75.25970545,Samán
,029730,2.931768,-75.27166206,Leucaena
,041442,2.93062219,-75.29660393,limoncillo
,041436,2.93043233,-75.29657945,Ocobo
,041436,2.93039952,-75.29653318,Ocobo
,041424,2.93053848,-75.29635046,Neem
,041420,2.93054852,-75.29626295,Mango
,041420,2.93051537,-75.29621601,Aliso
,041441,2.93056392,-75.29610537,Payandé
,041441,2.93056392,-75.29610537,Payandé
,041435,2.93066304,-75.29583279,Guacimo
,019492,2.93071862,-75.29561754,Manmonsillo
,019493,2.93099854,-75.29519979,Sombrilla
,010298,2.9309078,-75.29542711,Sombrilla
,019488,2.93095602,-75.2954841,Mamonsillo
,041443,2.93073335,-75.29618282,Oití
,041443,2.93073335,-75.29618282,Oití
,041447,2.93070288,-75.2962378,Oití
,021223,2.93171443,-75.29546566,Almendro
,021207,2.93116898,-75.29517364,Sombrilla
,019366,2.93110033,-75.29507574,Neem
,021288,2.92995184,-75.29578552,Oití
,021208,2.92989894,-75.29588677,Oití
,021208,2.92989894,-75.29588677,Oití
,021266,2.92984536,-75.29600579,Sombrilla
,021298,2.92919745,-75.29562995,Pomarroso
,016291,2.92872098,-75.29555652,Guayacan trebol
,021158,2.9300841,-75.29417485,Guacimo
,021158,2.9300841,-75.29417485,Guacimo
,021236,2.93060645,-75.29383622,Vainillo
,007500,2.93149611,-75.29527992,Almendro
,007500,2.93143149,-75.29519007,Vainillo
,021291,2.93280633,-75.2946895,Pomarroso
,021247,2.93287229,-75.29461339,Guayacan trebol
,021214,2.93197962,-75.29429857,Oití
,019368,2.93108995,-75.2945812,Mango
,019355,2.93120715,-75.29464792,Mango
,031989,2.93020129,-75.2936146,Neem
,021154,2.93033289,-75.29379766,Sombrilla
,021066,2.92830008,-75.29427007,Oití
,021066,2.92828301,-75.29421709,Oití
,3390-150,2.92784872,-75.29335041,Neem
,3388-150,2.92783901,-75.29328335,Neem
,021716,2.92846951,-75.29312577,Oití
,021716,2.92830008,-75.29427007,Oití
,022960,2.92474309,-75.29308151,Oití
,024452,2.9253602,-75.2928485,Almendro
,062415,2.92528051,-75.29308788,Almendro
,069954,2.92788957,-75.29498655,Oití
,011712,2.92327817,-75.29266041,Almendro
,004974,2.92360899,-75.29270098,Oití
,008608,2.92815108,-75.29492889,Oití
,008608,2.92810052,-75.29499695,Oití
,049330,2.92838949,-75.29598065,Oití
,009433,2.9268864,-75.29444072,Samán
,009434,2.92602887,-75.29386606,Vainillo
,028870,2.92577908,-75.2938835,Ceiba
,028818,2.92480872,-75.29346038,Mamonsillo
,028835,2.92474543,-75.29347714,Vainillo
,049318,2.92473003,-75.29329777,limoncillo
,028741,2.92420166,-75.29314321,Caucho benjamin
,029219,2.92390867,-75.29301949,Cuacho benjamina
,009244,2.92061418,-75.29065747,Caucho benjamin
,062536,2.92013033,-75.28956883,Mamonsillo
,062539,2.92015076,-75.28953664,Ocobo
,069690,2.92245379,-75.29137731,Almendro
,004955,2.92240658,-75.29206328,Almendro
,007756,2.93080266,-75.29332358,Mango
,020978,2.9313518,-75.29352341,Sombrilla
,007798,2.93167023,-75.29363975,Oití
,008442,2.93205027,-75.29371854,Oití
,067372,2.93309061,-75.29369406,Mamonsillo
,011383,2.93354163,-75.29378392,Samán
,007725,2.93377769,-75.2929179,Pomarroso
,054217,2.9336759,-75.29249109,Oití
,054217,2.93361998,-75.29246762,Oití
,065273,2.93338057,-75.29239889,Ocobo
,007747,2.93330189,-75.29279988,Pomarroso
,065287,2.93323526,-75.29283073,Oití
,065285,2.93272798,-75.29189665,Oití
,065253,2.93250933,-75.29266007,Oití
,020466,2.93165583,-75.29276133,Payandé
,020475,2.931471,-75.29310331,Guayacan trebol
,017194,2.93146129,-75.29310934,Pomarroso
,065272,2.93049528,-75.29229932,Almendro
,020294,2.93172849,-75.29186178,Mango
,020803,2.93113516,-75.29093441,Caucho benjamin
,020287,2.93192571,-75.29114127,Ceiba
,020288,2.93192571,-75.29114127,Mamonsillo
,010298,2.93182727,-75.29155534,Oití
,029379,2.93327745,-75.29125392,Ocobo
,035612,2.93365179,-75.2915711,Pomarroso
,025878,2.9300533,-75.29101085,Caucho benjamin
,062958,2.92848592,-75.29134043,Oití
,026693,2.928235,-75.291463,Caucho benjamin
,026830,2.93200239,-75.28909944,Mamoncillo
,026286,2.93090412,-75.28916851,Oití
,018483,2.92947804,-75.28696641,Mango
,023041,2.9207826,-75.28900456,Oití
,025174,2.92244609,-75.28922282,Oití
,035519,2.9257168,-75.2912908,Samán
,009140,2.92591938,-75.29137027,Neem
,035531,2.9260282,-75.2909334,Maíz tostao
,035524,2.92604963,-75.29076442,Oití
,035530,2.92572953,-75.29057465,Neem
,035564,2.92535886,-75.29081371,Vainillo
,024195,2.92514356,-75.29087842,Guayacan trebol
,009103,2.926385036,-75.29035402,Oití
,009121,2.926353097,-75.29001901,Caucho benjamin
,009141,2.926387036,-75.28996898,Oití
,004995,2.92312448,-75.29085562,Oití
,024108,2.92174761,-75.29021423,Oití
,036069,2.92258907,-75.29063266,Guacimo
,029855,2.92224217,-75.29001273,Leucaena
,029726,2.92182496,-75.28984208,Samán
,029762,2.92132203,-75.28972473,Samán
,024156,2.9208854,-75.28950445,Samán
,029955,2.92052745,-75.2893053,Vainillo
,024869,2.92049163,-75.28918091,Mango
,024159,2.92103775,-75.28953195,Oití
,023046,2.92191972,-75.28963823,Oití
,024134,2.92213368,-75.29000334,Samán
,024519,2.92240357,-75.29011633,Oití
,2880-60,,,Oití
,2876-60,,,Mango
,2874-60,,,Mango
,2871-60,2.935521,-75.266101,Ciruelo
,2866-60,,,Vainillo
,2884-60,,,Oití
,2902-60,,,Guayacan trebol
,2906-60,2.932337,-75.25227,Oití
,2897-60,2.93278,-75.25009,Caucho sp.
,050944,2.929506082,-75.27673299,Ocobo
,011968,2.925972091,-75.28877103,Caucho benjamin
,015765,2.925886994,-75.28898507,Almendro
,026864,2.927280429,-75.2881997,Neem
,026260,2.927205116,-75.28836462,Mamón
,026819,2.927229092,-75.28835896,Caucho benjamin
,026879,2.927113071,-75.28850803,Almendro
,050355,2.927810073,-75.28981404,Oití
,050360,2.927737118,-75.28995196,Oití
,030824,2.93115993,-75.28780226,Guayacan trebol
,007907,2.9280878,-75.28635856,Oití
,037078,2.92420065,-75.28593108,Neem
,037071,2.92397396,-75.28653156,Mango
,037032,2.92395521,-75.2866536,Mango
,037033,2.92392575,-75.28677162,Mango
,037001,2.92388054,-75.28688762,Mango
,037001,2.92379817,-75.28708544,Oití
,037077,2.92375297,-75.28724469,Oití
,009197,2.93057832,-75.28651346,Neem
,065953,2.93031012,-75.28638739,Oití
,065953,2.93028199,-75.28638404,Oití
,065953,2.93019962,-75.28638303,Guayacan trebol
,064643,2.93009783,-75.28634179,Samán
,064664,2.92974893,-75.2863314,Oití
,062949,2.92959189,-75.28665595,Vainillo
,069532,2.92950115,-75.28682124,Mango
,069532,2.92956845,-75.28688326,Guayacan trebol
,017809,2.92973855,-75.2855026,Oití
,062952,2.92972248,-75.28594516,Oití
,024764,2.91781089,-75.28697848,Guayacan trebol
,037026,2.92358589,-75.28785691,Ceiba
,028799,2.95009852,-75.3021276,Mango
,028799,2.92348577,-75.28798934,Ocobo
,029466,2.92284622,-75.29008482,Samán
,027871,2.92056563,-75.28683599,Samán
,027547,2.92068282,-75.28592806,Caucho benjamin
,027826,2.92069923,-75.28582245,Payandé
,027825,2.92076184,-75.28568063,Guacimo
,027505,2.92109434,-75.28385036,Acacia roja
,040708,2.92105583,-75.28339304,Samán
,040434,2.92065603,-75.28136127,Acacia roja
,069925,2.92068516,-75.28084829,Payandé
,041387,2.92052109,-75.27998127,Hobo
,037225,2.91987351,-75.28436869,Leucaena
,029488,2.91987954,-75.28480891,Mango
,029489,2.91983802,-75.28551366,Almendro
,028925,2.91969738,-75.28633073,Samán
,028656,2.91958153,-75.28633442,Samán
,028665,2.91962707,-75.28658822,Leucaena
,028665,2.91966658,-75.28662141,Samán
,028654,2.91944424,-75.28714813,Samán
,028654,2.91940574,-75.28715149,Leucaena
,068342,2.91628937,-75.28892677,Payandé
,068342,2.91649295,-75.28893784,Payandé
,068335,2.91619997,-75.28895561,Guacimo
,068339,2.9160898,-75.28895594,Payandé
,068339,2.91592037,-75.28894454,limoncillo
,038654,2.91445242,-75.28895963,Samán
,030087,2.91321686,-75.2889033,Oití
,038646,2.91117096,-75.28765809,Payandé
,038646,2.91116929,-75.28759237,Payandé
,068327,2.91094762,-75.28749246,Guacimo
,068329,2.91076815,-75.28748475,limoncillo
,068329,2.91076815,-75.28748475,limoncillo
,029879,2.91045373,-75.28741468,Guacimo
,029864,2.91015404,-75.28741904,Samán
,069330,2.90956572,-75.28742909,Guacimo
,068331,2.90897707,-75.28749045,Samán
,068331,2.90901156,-75.2874529,Guacimo
,069365,2.90873966,-75.2874757,Payandé
,069365,2.90865963,-75.2874871,Guacimo
,069365,2.9086382,-75.28748576,Guacimo
,069376,2.90851498,-75.28747268,Payandé
,069351,2.90778469,-75.28756019,Samán
,069312,2.90750677,-75.28750252,Payandé
,069352,2.90468536,-75.28754544,Samán
,030093,2.90399123,-75.28759941,Samán
,030084,2.90375449,-75.28758936,Samán
,038569,2.89727153,-75.2861128,Payandé
,028716,2.89527382,-75.28413467,Leucaena
,028716,2.89527382,-75.28413467,Leucaena
,036106,2.90853474,-75.28721552,Guacimo
,036106,2.90867068,-75.28721116,Guacimo
,068383,2.90891043,-75.28724838,Guacimo
,026577,2.91015136,-75.28718568,Payande
,026577,2.91015003,-75.28718166,Samán
,029876,2.91290545,-75.28861497,Samán
,029877,2.91296673,-75.28861497,Payandé
,068333,2.91504577,-75.28873265,Guacimo
,068367,2.91682009,-75.28866995,Payande
,068367,2.91684119,-75.28865185,Payandé
,068352,2.91734178,-75.28862067,Payandé
,029562,2.91771981,-75.28857239,Guacimo
,029562,2.91778578,-75.28856501,Guacimo
,038762,2.91781089,-75.28697647,Leucaena
,038500,2.91925372,-75.2793771,Almendro
,036109,2.91905851,-75.27872097,Oití
,022748,2.91716331,-75.27726788,Pomarroso
,022763,2.91717804,-75.27711567,Pomarroso
,024864,2.91856495,-75.2770808,Almendro
,037278,2.91488303,-75.27589124,Guacimo
,027518,2.91676786,-75.27591538,Pomarroso
,027518,2.91684554,-75.27592309,Oití
,069680,2.91695369,-75.27593147,Oití
,024225,2.91747471,-75.27497895,Cují
,024812,2.91809785,-75.27547482,Payandé
,021341,2.91366153,-75.2700685,Pomarroso
,021815,2.91400307,-75.27223807,Oití
,026705,2.91364512,-75.27459573,Almendro
